experiment_id,student_id,release_date,due_date,start_time,end_time,assignment_session_count,pretest_problem_count,pretest_correct,pretest_time_on_task,pretest_average_first_response_time,pretest_session_count,assigned_condition,condition_time_on_task,condition_average_first_response_or_request_time,condition_problem_count,condition_total_correct,condition_total_correct_after_wrong_response,condition_total_correct_after_tutoring,condition_total_answers_before_tutoring,condition_total_attempt_count,condition_total_hints_available,condition_total_hints_given,condition_total_scaffold_problems_available,condition_total_scaffold_problems_given,condition_total_explanations_available,condition_total_explanations_given,condition_total_answers_given,condition_session_count,posttest_problem_count,posttest_correct,posttest_time_on_task,posttest_average_first_response_time,posttest_session_count,assistments_reference_assignment_log_id
PSABTZFT,1073826,2022-01-31 15:45:00+00:00,2022-02-01 14:31:00+00:00,2022-01-31 20:26:51.623000+00:00,2022-01-31 20:47:31.051000+00:00,1,,,,,,Treatment 1,408.994,338.314,1.0,0.0,,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,447.22,161.667,1.0,19116618
PSABTZFT,1073881,2022-04-27 12:45:00+00:00,2022-05-21 04:00:00+00:00,2022-04-27 15:13:13.654000+00:00,2022-05-03 19:57:29.682000+00:00,2,,,,,,Control,89.888,89.875,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,115.466,13.823,1.0,20099873
PSABTZFT,1074600,2022-01-28 19:18:05.802000+00:00,2022-02-11 19:19:00+00:00,2022-02-14 15:25:03.367000+00:00,,4,,,,,,Control,168665.541,168625.223,1.0,0.0,,,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,72.646,6.231,1.0,19318648
PSABTZFT,1074601,2022-01-28 19:18:05.802000+00:00,2022-02-11 19:19:00+00:00,2022-02-01 19:10:23.451000+00:00,2022-02-01 19:13:45.003000+00:00,1,,,,,,Treatment 2,38.453,38.446,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,51.322,22.718,1.0,19139125
PSABTZFT,1074938,2021-12-09 17:50:00+00:00,2021-12-10 13:36:00+00:00,2021-12-09 18:02:05.486000+00:00,2021-12-09 18:03:55.437000+00:00,1,,,,,,Control,55.247,55.241,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,29.584,29.58,1.0,18553427
PSABTZFT,1074975,2021-12-09 17:50:00+00:00,2021-12-10 13:36:00+00:00,2021-12-09 19:06:42.803000+00:00,2021-12-09 19:20:58.367000+00:00,3,,,,,,Treatment 1,180.274,60.255,1.0,0.0,,,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,67.612,50.222,1.0,18556021
PSABTZFT,1075217,2021-12-09 17:50:00+00:00,2021-12-10 13:36:00+00:00,2021-12-09 18:02:28.436000+00:00,2021-12-09 22:17:15.710000+00:00,2,,,,,,Control,300.032,248.055,1.0,0.0,,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,14297.803,14234.486,2.0,18553447
PSABTZFT,1075247,2021-12-09 17:50:00+00:00,2021-12-10 13:36:00+00:00,2021-12-10 16:48:38.965000+00:00,2021-12-10 16:51:13.165000+00:00,1,,,,,,Treatment 1,57.904,57.898,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,30.475,30.471,1.0,18571213
PSABTZFT,1075260,2021-12-09 17:50:00+00:00,2021-12-10 13:36:00+00:00,2021-12-09 18:03:00.149000+00:00,2021-12-09 18:06:36.185000+00:00,1,,,,,,Control,56.478,56.466,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,79.937,19.049,1.0,18553465
PSABTZFT,1075268,2021-12-09 17:50:00+00:00,2021-12-10 13:36:00+00:00,2021-12-09 18:02:15.083000+00:00,2021-12-09 18:05:48.822000+00:00,1,,,,,,Treatment 2,107.988,107.982,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,59.863,59.86,1.0,18553440
PSABTZFT,1075279,2021-12-09 17:50:00+00:00,2021-12-10 13:36:00+00:00,2021-12-09 19:07:09.746000+00:00,2021-12-10 02:03:52.182000+00:00,2,,,,,,Treatment 1,174.879,92.574,1.0,0.0,,,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,118.609,27.011,1.0,18556035
PSABTZFT,1075282,2021-12-09 17:50:00+00:00,2021-12-10 13:36:00+00:00,2021-12-09 18:02:09.295000+00:00,2021-12-09 18:07:42.833000+00:00,1,,,,,,Treatment 1,150.573,150.566,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,103.642,103.638,1.0,18553434
PSABTZFT,1075288,2021-12-09 17:50:00+00:00,2021-12-10 13:36:00+00:00,2021-12-10 03:05:00.065000+00:00,2021-12-10 03:19:40.920000+00:00,1,,,,,,Treatment 2,371.196,281.006,1.0,0.0,,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,289.084,155.731,1.0,18563765
PSABTZFT,1075292,2021-12-09 17:50:00+00:00,2021-12-10 13:36:00+00:00,2021-12-09 18:02:42.251000+00:00,2021-12-09 18:07:40.517000+00:00,1,,,,,,Treatment 2,111.519,111.511,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,64.508,64.505,1.0,18553459
PSABTZFT,1075296,2021-12-09 17:50:00+00:00,2021-12-10 13:36:00+00:00,2021-12-09 18:02:12.455000+00:00,2021-12-09 18:04:02.062000+00:00,1,,,,,,Treatment 2,42.121,42.114,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,25.259,25.254,1.0,18553438
PSABTZFT,1075301,2021-12-09 17:50:00+00:00,2021-12-10 13:36:00+00:00,2021-12-09 20:16:40.684000+00:00,2021-12-09 22:42:07.564000+00:00,3,,,,,,Treatment 2,8525.673,8525.66,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,122.007,122.0,1.0,18559027
PSABTZFT,1075330,2021-12-09 17:50:00+00:00,2021-12-10 13:36:00+00:00,2021-12-09 19:11:07.280000+00:00,2021-12-10 01:03:27.731000+00:00,2,,,,,,Treatment 1,21027.829,21027.823,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,75.416,75.413,1.0,18556215
PSABTZFT,1075332,2021-12-09 17:50:00+00:00,2021-12-10 13:36:00+00:00,2021-12-09 19:06:23.771000+00:00,2021-12-10 02:19:37.617000+00:00,2,,,,,,Control,428.907,428.9,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,43.416,43.413,1.0,18555999
PSABTZFT,1075346,2021-12-09 17:50:00+00:00,2021-12-10 13:36:00+00:00,2021-12-09 18:03:37.681000+00:00,2021-12-09 18:09:48.456000+00:00,1,,,,,,Treatment 1,304.81,304.804,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.856,5.854,1.0,18553497
PSABTZFT,1075348,2021-12-09 17:50:00+00:00,2021-12-10 13:36:00+00:00,2021-12-09 19:06:31.603000+00:00,2021-12-09 19:13:29.798000+00:00,1,,,,,,Control,145.859,136.056,1.0,0.0,,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,109.683,53.903,1.0,18556008
PSABTZFT,1075362,2021-12-09 17:50:00+00:00,2021-12-10 13:36:00+00:00,2021-12-09 18:01:56.709000+00:00,2021-12-09 22:13:08.080000+00:00,2,,,,,,Treatment 1,132.192,88.535,1.0,0.0,,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,72.962,42.325,1.0,18553417
PSABTZFT,1075378,2021-12-09 17:50:00+00:00,2021-12-10 13:36:00+00:00,2021-12-09 18:02:06.026000+00:00,2021-12-09 18:06:19.677000+00:00,1,,,,,,Treatment 2,158.444,158.438,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,59.961,59.958,1.0,18553429
PSABTZFT,1075413,2021-12-09 17:50:00+00:00,2021-12-10 13:36:00+00:00,2021-12-09 19:07:54.609000+00:00,2021-12-09 19:09:07.495000+00:00,1,,,,,,Control,39.402,39.389,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,13.128,13.121,1.0,18556076
PSABTZFT,1075426,2021-12-09 17:50:00+00:00,2021-12-10 13:36:00+00:00,2021-12-09 18:01:57.835000+00:00,2021-12-09 18:09:21.791000+00:00,1,,,,,,Treatment 1,246.011,53.533,1.0,0.0,,,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,124.976,124.973,1.0,18553420
PSABTZFT,1075430,2022-01-05 11:01:00+00:00,2022-01-06 04:01:00+00:00,2022-01-05 17:01:49.480000+00:00,2022-01-06 00:54:00.931000+00:00,2,,,,,,Treatment 1,28176.76,28176.75,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,45.16,45.153,1.0,18714769
PSABTZFT,1075458,2021-12-09 17:50:00+00:00,2021-12-10 13:36:00+00:00,2021-12-09 18:02:02.096000+00:00,2021-12-09 18:09:12.148000+00:00,1,,,,,,Control,286.84,194.326,1.0,0.0,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,61.924,61.92,1.0,18553424
PSABTZFT,1075501,2021-12-09 17:50:00+00:00,2021-12-10 13:36:00+00:00,2021-12-09 19:05:38.027000+00:00,2021-12-09 19:06:23.546000+00:00,1,,,,,,Control,16.426,16.421,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,19.539,19.536,1.0,18555948
PSABTZFT,1075525,2021-12-09 17:50:00+00:00,2021-12-10 13:36:00+00:00,2021-12-09 19:06:37.725000+00:00,2021-12-09 19:09:58.880000+00:00,1,,,,,,Treatment 1,31.268,31.263,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,30.392,30.388,1.0,18556015
PSABTZFT,1075537,2021-12-09 17:50:00+00:00,2021-12-10 13:36:00+00:00,2021-12-09 19:05:15.752000+00:00,2021-12-09 19:08:19.449000+00:00,1,,,,,,Treatment 2,74.391,74.385,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,37.515,37.51,1.0,18555927
PSABTZFT,1075729,2021-11-24 13:01:00+00:00,2021-11-24 13:02:00+00:00,2021-11-29 13:48:56.551000+00:00,2021-12-07 13:50:22.240000+00:00,2,,,,,,Control,117.563,59.396,1.0,0.0,,,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,61.346,51.057,1.0,18344981
PSABTZFT,1075733,2021-11-24 13:24:31.604000+00:00,2021-11-25 05:00:00+00:00,2021-12-08 16:05:10.586000+00:00,2021-12-08 16:17:59.075000+00:00,1,,,,,,Treatment 1,713.813,182.373,1.0,0.0,,,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,24.365,24.362,1.0,18526198
PSABTZFT,1075734,2021-11-24 13:01:00+00:00,2021-11-24 13:02:00+00:00,2021-11-24 14:57:03.150000+00:00,2021-11-24 15:00:58.012000+00:00,2,,,,,,Treatment 1,196.407,196.402,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,12.106,12.103,1.0,18341241
PSABTZFT,1075735,2021-11-24 13:24:31.604000+00:00,2021-11-25 05:00:00+00:00,2021-11-24 13:39:38.724000+00:00,2021-11-24 14:32:50.175000+00:00,2,,,,,,Treatment 2,943.587,811.624,1.0,0.0,,,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,34.65,34.633,1.0,18340922
PSABTZFT,1075736,2021-11-24 13:01:00+00:00,2021-11-24 13:02:00+00:00,2021-11-24 13:54:02.039000+00:00,2021-11-24 14:09:09.150000+00:00,1,,,,,,Control,208.302,79.673,1.0,0.0,,,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,180.022,147.136,1.0,18341016
PSABTZFT,1075737,2021-11-24 13:24:31.604000+00:00,2021-11-25 05:00:00+00:00,2021-11-24 13:37:29.445000+00:00,2021-11-24 13:39:28.742000+00:00,1,,,,,,Treatment 2,77.417,65.663,1.0,0.0,,,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,19.491,19.487,1.0,18340905
PSABTZFT,1075738,2021-11-24 13:01:00+00:00,2021-11-24 13:02:00+00:00,2021-11-24 13:57:33.042000+00:00,2021-11-24 14:09:02.908000+00:00,1,,,,,,Treatment 2,139.082,88.829,1.0,0.0,,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,237.627,76.785,1.0,18341029
PSABTZFT,1075739,2021-11-24 13:01:00+00:00,2021-11-24 13:02:00+00:00,2021-11-24 13:40:29.420000+00:00,,2,,,,,,Treatment 1,1191.386,1073.891,1.0,0.0,,,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,121.346,37.145,1.0,18340931
PSABTZFT,1075740,2021-11-24 13:01:00+00:00,2021-11-24 13:02:00+00:00,2021-11-24 13:46:57.413000+00:00,2021-11-24 13:49:36.102000+00:00,1,,,,,,Treatment 2,69.742,69.731,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,66.655,66.649,1.0,18340988
PSABTZFT,1075741,2021-11-24 13:01:00+00:00,2021-11-24 13:02:00+00:00,2021-11-28 21:42:08.505000+00:00,2021-11-28 21:55:12.312000+00:00,1,,,,,,Treatment 1,538.675,538.67,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,201.869,138.704,1.0,18343516
PSABTZFT,1075742,2021-11-24 13:01:00+00:00,2021-11-24 13:02:00+00:00,2021-11-24 13:50:50.418000+00:00,2021-11-24 14:01:01.603000+00:00,1,,,,,,Control,75.51,38.58,1.0,0.0,,,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,77.92,64.863,1.0,18341004
PSABTZFT,1075744,2021-11-24 13:24:31.604000+00:00,2021-11-25 05:00:00+00:00,2021-11-24 13:46:53.728000+00:00,2021-11-24 13:55:14.233000+00:00,1,,,,,,Control,237.676,77.426,1.0,0.0,,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,85.23,85.227,1.0,18340987
PSABTZFT,1075747,2021-11-24 13:24:31.604000+00:00,2021-11-25 05:00:00+00:00,2021-11-24 13:50:59.214000+00:00,,1,,,,,,Treatment 1,,,1.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,18341006
PSABTZFT,1075748,2021-11-24 13:24:31.604000+00:00,2021-11-25 05:00:00+00:00,2021-11-25 04:54:26.406000+00:00,2021-11-25 04:55:46.539000+00:00,1,,,,,,Treatment 2,32.732,32.726,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,18.816,18.814,1.0,18342193
PSABTZFT,1075750,2021-11-24 13:01:00+00:00,2021-11-24 13:02:00+00:00,2021-11-24 14:06:07.999000+00:00,2021-11-24 14:13:53.512000+00:00,1,,,,,,Treatment 1,23.82,10.716,1.0,0.0,,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,204.026,137.867,1.0,18341048
PSABTZFT,1075753,2021-11-24 13:01:00+00:00,2021-11-24 13:02:00+00:00,2021-11-24 13:45:40.438000+00:00,2021-11-24 13:48:24.213000+00:00,1,,,,,,Control,42.729,42.708,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,41.723,41.714,1.0,18340979
PSABTZFT,1075755,2021-11-24 13:24:31.604000+00:00,2021-11-25 05:00:00+00:00,2021-11-24 13:33:37.244000+00:00,2021-11-24 13:48:05.435000+00:00,1,,,,,,Treatment 1,822.293,144.599,1.0,0.0,,,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,17.898,17.893,1.0,18340888
PSABTZFT,1075768,2021-11-24 13:01:00+00:00,2021-11-24 13:02:00+00:00,2021-11-29 13:40:54.844000+00:00,,1,,,,,,Treatment 1,70.077,23.799,1.0,0.0,,,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,139.38,97.38,1.0,18344853
PSABTZFT,1075778,2021-11-24 13:24:31.604000+00:00,2021-11-25 05:00:00+00:00,2021-11-25 18:57:50.390000+00:00,2021-11-25 19:03:42.189000+00:00,1,,,,,,Control,220.099,220.094,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,55.828,55.823,1.0,18342536
PSABTZFT,1075783,2021-11-24 13:24:31.604000+00:00,2021-11-25 05:00:00+00:00,2021-11-24 13:40:21.555000+00:00,2021-11-24 13:55:45.420000+00:00,1,,,,,,Treatment 1,404.199,357.905,1.0,0.0,,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,202.407,26.687,1.0,18340928
PSABTZFT,1075801,2021-11-24 13:01:00+00:00,2021-11-24 13:02:00+00:00,2021-11-24 13:43:47.980000+00:00,2021-11-24 13:45:37.424000+00:00,1,,,,,,Treatment 2,28.235,28.23,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,28.916,28.912,1.0,18340957
PSABTZFT,1075806,2021-11-24 13:24:31.604000+00:00,2021-11-25 05:00:00+00:00,2021-11-24 14:24:45.615000+00:00,2021-11-24 14:26:30.768000+00:00,1,,,,,,Treatment 2,49.339,49.329,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,12.257,12.25,1.0,18341153
PSABTZFT,1075943,2021-12-09 17:50:00+00:00,2021-12-10 13:36:00+00:00,2021-12-09 19:04:52.384000+00:00,2021-12-09 19:12:29.454000+00:00,1,,,,,,Treatment 2,173.861,94.781,1.0,0.0,,,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,209.51,46.225,1.0,18555913
PSABTZFT,1075944,2021-12-09 17:50:00+00:00,2021-12-10 13:36:00+00:00,2021-12-09 18:01:31.755000+00:00,2021-12-09 18:27:36.425000+00:00,2,,,,,,Treatment 1,54.513,54.507,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,73.839,73.83,1.0,18553402
PSABTZFT,1076484,2022-02-03 15:31:34.889000+00:00,,2022-02-03 15:38:59.467000+00:00,,1,,,,,,Treatment 2,,,1.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,19175948
PSABTZFT,1076486,2022-02-03 15:31:34.889000+00:00,,2022-02-03 20:08:55.475000+00:00,,1,,,,,,Treatment 1,224.181,200.446,1.0,0.0,,,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,1.0,19186459
PSABTZFT,1076487,2022-02-03 15:31:34.889000+00:00,,2022-02-03 15:44:42.817000+00:00,,1,,,,,,Treatment 1,,,1.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,19176154
PSABTZFT,1076489,2022-02-03 15:31:34.889000+00:00,,2022-02-03 18:35:13.484000+00:00,2022-02-03 18:47:18.693000+00:00,1,,,,,,Treatment 2,656.793,635.658,1.0,0.0,,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,21.9,21.892,1.0,19183054
PSABTZFT,1076490,2022-02-03 15:31:34.889000+00:00,,2022-02-03 18:34:42.087000+00:00,,1,,,,,,Treatment 1,337.555,258.103,1.0,0.0,,,1.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,63.131,63.131,1.0,19183032
PSABTZFT,1076496,2022-02-03 15:31:34.889000+00:00,,2022-02-03 19:35:25.049000+00:00,,1,,,,,,Control,17.369,17.369,1.0,0.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,19185273
PSABTZFT,1076501,2022-02-03 15:31:34.889000+00:00,,2022-02-03 18:33:18.258000+00:00,,1,,,,,,Treatment 2,,,1.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,19182966
PSABTZFT,1076504,2022-02-03 15:31:34.889000+00:00,,2022-02-03 22:21:52.762000+00:00,,1,,,,,,Control,270.709,187.419,1.0,0.0,,,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,1.0,19189167
PSABTZFT,1076507,2021-11-24 13:24:31.601000+00:00,2021-11-25 05:00:00+00:00,2021-11-24 15:37:21.730000+00:00,2021-11-24 16:14:45.288000+00:00,2,,,,,,Control,2089.7,2035.52,1.0,0.0,,,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,25.658,25.652,1.0,18341374
PSABTZFT,1076508,2021-11-24 13:24:31.601000+00:00,2021-11-25 05:00:00+00:00,2021-11-24 15:48:21.196000+00:00,,1,,,,,,Treatment 2,1966.615,1651.438,1.0,0.0,,,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,110.78,72.147,1.0,18341448
PSABTZFT,1076510,2021-11-24 13:24:31.601000+00:00,2021-11-25 05:00:00+00:00,2021-11-29 03:49:09.684000+00:00,2021-11-30 16:02:56.638000+00:00,3,,,,,,Control,129918.845,518.944,1.0,0.0,,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,31.991,31.989,1.0,18343978
PSABTZFT,1076512,2021-11-24 13:24:31.601000+00:00,2021-11-25 05:00:00+00:00,2021-11-24 22:41:18.097000+00:00,,1,,,,,,Treatment 2,,,1.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,18342080
PSABTZFT,1076513,2021-11-24 13:24:31.601000+00:00,2021-11-25 05:00:00+00:00,2021-11-24 15:58:13.778000+00:00,2021-11-24 16:08:29.642000+00:00,1,,,,,,Treatment 2,201.885,201.88,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,87.394,87.384,1.0,18341505
PSABTZFT,1076528,2021-11-24 13:24:31.601000+00:00,2021-11-25 05:00:00+00:00,2021-11-24 16:00:55.473000+00:00,2021-11-24 16:07:54.325000+00:00,1,,,,,,Control,38.321,38.314,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,107.704,107.701,1.0,18341521
PSABTZFT,1076616,2021-11-24 13:01:00+00:00,2021-11-24 13:02:00+00:00,2021-11-24 16:10:24.860000+00:00,2021-11-24 16:15:50.479000+00:00,1,,,,,,Treatment 2,131.414,43.193,1.0,0.0,,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,160.672,24.441,1.0,18341581
PSABTZFT,1076617,2021-11-24 13:01:00+00:00,2021-11-24 13:02:00+00:00,2021-11-24 16:19:51.019000+00:00,2021-11-24 16:23:45.037000+00:00,1,,,,,,Treatment 1,92.607,65.713,1.0,0.0,,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,58.33,58.326,1.0,18341620
PSABTZFT,1076619,2021-11-24 13:01:00+00:00,2021-11-24 13:02:00+00:00,2021-11-24 16:09:32.923000+00:00,2021-11-24 16:16:20.957000+00:00,1,,,,,,Treatment 1,262.235,262.224,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,69.124,69.117,1.0,18341574
PSABTZFT,1076620,2021-11-24 13:01:00+00:00,2021-11-24 13:02:00+00:00,2021-11-24 16:13:50.020000+00:00,2021-11-24 16:16:00.402000+00:00,1,,,,,,Treatment 1,67.284,67.268,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,36.103,36.095,1.0,18341602
PSABTZFT,1076624,2021-11-24 13:01:00+00:00,2021-11-24 13:02:00+00:00,2021-11-24 16:12:01.711000+00:00,2021-11-24 16:14:20.652000+00:00,1,,,,,,Treatment 1,45.415,45.411,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,41.094,41.091,1.0,18341590
PSABTZFT,1076627,2021-11-24 13:01:00+00:00,2021-11-24 13:02:00+00:00,2021-11-24 16:11:54.861000+00:00,2021-11-24 16:39:44.261000+00:00,1,,,,,,Treatment 2,978.853,19.745,1.0,0.0,,,1.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,340.92,5.408,1.0,18341587
PSABTZFT,1076634,2021-11-24 13:01:00+00:00,2021-11-24 13:02:00+00:00,2021-11-24 16:15:21.709000+00:00,,1,,,,,,Control,166.453,45.014,1.0,0.0,,,1.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,147.51,81.548,1.0,18341607
PSABTZFT,1076640,2021-11-24 13:01:00+00:00,2021-11-24 13:02:00+00:00,2021-11-24 16:11:56.764000+00:00,2021-11-24 16:29:31.195000+00:00,1,,,,,,Treatment 2,691.545,46.594,1.0,0.0,,,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,256.084,256.079,1.0,18341589
PSABTZFT,1076733,2021-12-09 17:50:00+00:00,2021-12-10 13:36:00+00:00,2021-12-09 19:06:36.151000+00:00,2021-12-09 19:07:28.823000+00:00,1,,,,,,Treatment 1,16.996,8.172,1.0,0.0,,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,16.873,16.87,1.0,18556013
PSABTZFT,1076921,2022-02-03 15:23:24.435000+00:00,,2022-02-03 21:28:49.708000+00:00,2022-02-04 03:40:28.916000+00:00,2,,,,,,Treatment 1,385.538,385.53,1.0,1.0,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,21548.231,21535.992,2.0,19188423
PSABTZFT,1076924,2022-02-03 15:23:24.435000+00:00,,2022-02-03 18:44:58.917000+00:00,,1,,,,,,Treatment 1,,,1.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,19183359
