psa_id,section_names,problem_id,answer_text,solved_answer,CWA_frequency,sequence_id,pra_id,type,name,pr_position,answer,is_correct,incorrect_message,position
PSAHQV,"{""S2 [treatment2]""}",1064079,-3,-3.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064079,10,10.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064079,12,12.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064079,67,67.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064079,7.3,7.3,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064079,75/9,8.333333333333334,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064079,76,76.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064079,8.444444,8.444444,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064079,8.8,8.8,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064079,8.888888889,8.888888889,1.0,,,,,,,,,
PSAHQV,,1064079,,8.88888888888889,,7148.0,PRA259X,MasterySection,S2 [treatment2],7.0,8.88888888888889,False,"<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;<span style=""color: #0000ff;"">SUBTRACT 4 from 76</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;<span style=""color: #0000ff;"">The sign in front of 4 is addition (<strong>+</strong>)</span></span></p>
<p><span style=""font-size: 14pt;""><strong>&nbsp; &nbsp;</strong><span style=""color: #0000ff;"">Use the opposite sign, subtraction (-), to eliminate&nbsp;4 from the right side of the equation</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;Step 1: &nbsp;<span style=""color: #ff0000;"">Incorrect</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;<span style=""color: #ff0000;"">9y + 4 = 76</span></span></p>
<p><span style=""font-size: 14pt; color: #ff0000;"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;+4 &nbsp; +4</span></p>",5.0
PSAHQV,,1064079,,80.0,,7148.0,PRA259X,MasterySection,S2 [treatment2],7.0,80,False,"<p>&nbsp; &nbsp; <span style=""font-size: 14pt;"">&nbsp;SUBTRACT 4 from 76</span></p>
<p><span style=""font-size: 14pt; color: rgb(0, 0, 255);"">&nbsp; &nbsp; &nbsp;The sign of&nbsp;4 is addition (<strong>+</strong>)</span></p>
<p><span style=""font-size: 14pt; color: rgb(0, 0, 255);""><strong>&nbsp; &nbsp; &nbsp;</strong>Use the opposite sign, subtraction (-), to eliminate&nbsp;4 from the right side of the equation</span></p>
<p><span style=""font-size: 14pt; color: rgb(0, 0, 255);"">&nbsp; &nbsp; &nbsp;Don't forget to divide by&nbsp;9</span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;Step 1: <span style=""color: #ff0000;"">&nbsp;Incorrect</span></span></p>
<p><span style=""font-size: 14pt; color: rgb(255, 0, 0);"">&nbsp; &nbsp; &nbsp;9y + 4 = 76</span></p>
<p><span style=""font-size: 14pt; color: rgb(255, 0, 0);"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;+4 &nbsp; +4</span></p>",7.0
PSAHQV,"{""S2 [treatment2]""}",1064078,6,6.0,36.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064078,1,1.0,22.0,7148.0,PRA259W,MasterySection,S2 [treatment2],6.0,0 + 1.0,False,"<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;<span style=""color: #0000ff;"">Check your division</span></span></p>
<p>&nbsp;</p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;Step 1:&nbsp;&nbsp;<span style=""color: #00ff00;"">Correct</span></span></p>
<p><span style=""font-size: 14pt; color: rgb(0, 255, 0);"">&nbsp; &nbsp; &nbsp;6a + 5 = 5</span></p>
<p><span style=""font-size: 14pt; color: rgb(0, 255, 0);"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;-5 &nbsp; -5</span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;Step 2: &nbsp;<span style=""color: #00ff00;"">Correct</span></span></p>
<p><span style=""font-size: 14pt; color: rgb(0, 255, 0);"">&nbsp; &nbsp; &nbsp;&nbsp;<span style=""text-decoration: underline;"">6a</span>&nbsp;=&nbsp;<span style=""text-decoration: underline;"">0</span></span></p>
<p><span style=""font-size: 14pt; color: rgb(0, 255, 0);"">&nbsp; &nbsp; &nbsp; 6&nbsp; &nbsp; &nbsp; &nbsp;6</span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;Division: &nbsp;<span style=""color: #ff0000;"">Incorrect</span></span></p>
<p><span style=""font-size: 14pt; color: rgb(255, 0, 0);"">&nbsp; &nbsp; &nbsp;a&nbsp;= 0/6 IS NOT&nbsp;1</span></p>",8.0
PSAHQV,"{""S2 [treatment2]""}",1064078,-6,-6.0,14.0,7148.0,PRA259W,MasterySection,S2 [treatment2],6.0,-6,False,"<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;<span style=""color: #0000ff;"">DIVIDE both sides by 6</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;<span style=""color: #0000ff;"">The operation between 6 and a is multiplication</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;<span style=""color: #0000ff;"">Use the opposite operation (division in this case) to isolate&nbsp;a</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;<span style=""color: #00ff00;""><span style=""color: #000000;"">Step 1: &nbsp;</span>Correct</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;<span style=""color: #00ff00;"">6a + 5 = 5</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<span style=""color: #00ff00;"">-5 &nbsp; -5</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;Step 2: &nbsp;<span style=""color: #ff0000;"">Incorrect</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp;&nbsp;<span style=""color: #ff0000;"">6a&nbsp;=&nbsp;0</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<span style=""color: #ff0000;"">-6 &nbsp; &nbsp;-6</span>&nbsp; &nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>",6.0
PSAHQV,"{""S2 [treatment2]""}",1064078,-1,-1.0,13.0,7148.0,PRA259W,MasterySection,S2 [treatment2],6.0,0 - 1.0,False,"<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;<span style=""color: #0000ff;"">Check your division</span></span></p>
<p>&nbsp;</p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;Step 1:&nbsp;&nbsp;<span style=""color: #00ff00;"">Correct</span></span></p>
<p><span style=""font-size: 14pt; color: rgb(0, 255, 0);"">&nbsp; &nbsp; &nbsp;6a + 5 = 5</span></p>
<p><span style=""font-size: 14pt; color: rgb(0, 255, 0);"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;-5 &nbsp; -5</span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;Step 2: &nbsp;Correct</span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;&nbsp;<span style=""text-decoration: underline;""><span style=""color: #00ff00; text-decoration: underline;"">6a</span></span>&nbsp;=&nbsp;<span style=""text-decoration: underline;""><span style=""color: #00ff00; text-decoration: underline;"">0</span></span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;&nbsp;<span style=""color: #00ff00;"">6&nbsp; &nbsp; &nbsp; &nbsp;6</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;Division: &nbsp;<span style=""color: #ff0000;"">Incorrect</span></span></p>
<p><span style=""font-size: 14pt; color: rgb(255, 0, 0);"">&nbsp; &nbsp; &nbsp;a&nbsp;= 0/6 IS NOT&nbsp;-1</span></p>",9.0
PSAHQV,"{""S2 [treatment2]""}",1064078,5,5.0,8.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064078,2,2.0,6.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064078,10,10.0,5.0,7148.0,PRA259W,MasterySection,S2 [treatment2],6.0,10,False,"<p>&nbsp; &nbsp; <span style=""font-size: 14pt;"">&nbsp;SUBTRACT 5 from 5</span></p>
<p><span style=""font-size: 14pt; color: rgb(0, 0, 255);"">&nbsp; &nbsp; &nbsp;The sign of&nbsp;5 is addition (<strong>+</strong>)</span></p>
<p><span style=""font-size: 14pt; color: rgb(0, 0, 255);""><strong>&nbsp; &nbsp; &nbsp;</strong>Use the opposite sign, subtraction (-), to eliminate&nbsp;5 from the right side of the equation</span></p>
<p><span style=""font-size: 14pt; color: rgb(0, 0, 255);"">&nbsp; &nbsp; &nbsp;Don't forget to divide by&nbsp;6</span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;Step 1: <span style=""color: #ff0000;"">&nbsp;Incorrect</span></span></p>
<p><span style=""font-size: 14pt; color: rgb(255, 0, 0);"">&nbsp; &nbsp; &nbsp;6a + 5 = 5</span></p>
<p><span style=""font-size: 14pt; color: rgb(255, 0, 0);"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;+5 &nbsp; +5</span></p>",7.0
PSAHQV,"{""S2 [treatment2]""}",1064078,-5,-5.0,4.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064078,9,9.0,4.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064078,-4,-4.0,3.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064078,-2,-2.0,2.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064078,1.5,1.5,2.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064078,1/6,0.16666666666666666,2.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064078,15,15.0,2.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064078,3,3.0,2.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064078,-0.6,-0.6,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064078,-12,-12.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064078,-30,-30.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064078,-7,-7.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064078,0.2,0.2,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064078,0.833,0.833,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064078,1 2/3,-999999.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064078,5 5/6,-999999.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064078,1+5,6.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064078,1.6,1.6,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064078,1.66,1.66,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064078,1.67,1.67,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064078,1/2,0.5,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064078,11,11.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064078,35,35.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064078,36,36.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064078,4,4.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064078,5/6,0.8333333333333334,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064078,6/10,0.6,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064078,60,60.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064078,7,7.0,1.0,,,,,,,,,
PSAHQV,,1064078,,1.66666666666667,,7148.0,PRA259W,MasterySection,S2 [treatment2],6.0,1.66666666666667,False,"<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;<span style=""color: #0000ff;"">SUBTRACT 5 from 5</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;<span style=""color: #0000ff;"">The sign in front of 5 is addition (<strong>+</strong>)</span></span></p>
<p><span style=""font-size: 14pt;""><strong>&nbsp; &nbsp;</strong><span style=""color: #0000ff;"">Use the opposite sign, subtraction (-), to eliminate&nbsp;5 from the right side of the equation</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;Step 1: &nbsp;<span style=""color: #ff0000;"">Incorrect</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;<span style=""color: #ff0000;"">6a + 5 = 5</span></span></p>
<p><span style=""font-size: 14pt; color: #ff0000;"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;+5 &nbsp; +5</span></p>",5.0
PSAHQV,"{""S2 [treatment2]""}",1064077,80,80.0,13.0,7148.0,PRA259V,MasterySection,S2 [treatment2],5.0,80,False,"<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;<span style=""color: #0000ff;"">Don't forget to divide by 10</span></span></p>
<p>&nbsp;</p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;Step 1: &nbsp;<span style=""color: #00ff00;"">Correct</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;<span style=""color: #00ff00;"">10c + 2 = 82</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<span style=""color: #00ff00;"">-2 &nbsp; -2</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;Step 2: &nbsp;<span style=""color: #ff0000;"">Incorrect</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;&nbsp;<span style=""color: #ff0000;""><span style=""font-size: 18pt;""><strong>10</strong></span>c&nbsp;=&nbsp;80</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>",3.0
PSAHQV,"{""S2 [treatment2]""}",1064077,8.4,8.4,4.0,7148.0,PRA259V,MasterySection,S2 [treatment2],5.0,8.4,False,"<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;<span style=""color: #0000ff;"">SUBTRACT 2 from 82</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;<span style=""color: #0000ff;"">The sign in front of 2 is addition (<strong>+</strong>)</span></span></p>
<p><span style=""font-size: 14pt;""><strong>&nbsp; &nbsp;</strong><span style=""color: #0000ff;"">Use the opposite sign, subtraction (-), to eliminate&nbsp;2 from the right side of the equation</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;Step 1: &nbsp;<span style=""color: #ff0000;"">Incorrect</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;<span style=""color: #ff0000;"">10c + 2 = 82</span></span></p>
<p><span style=""font-size: 14pt; color: #ff0000;"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;+2 &nbsp; +2</span></p>",5.0
PSAHQV,"{""S2 [treatment2]""}",1064077,800,800.0,4.0,7148.0,PRA259V,MasterySection,S2 [treatment2],5.0,800,False,"<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;<span style=""color: #0000ff;"">DIVIDE both sides by 10</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;<span style=""color: #0000ff;"">The operation between 10 and c is multiplication</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;<span style=""color: #0000ff; background-color: #ffffff;"">Use the opposite operation (division in this case) to isolate&nbsp;c</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;Step 1: &nbsp;<span style=""color: #00ff00;"">Correct</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;<span style=""color: #00ff00;"">10c + 2 = 82</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<span style=""color: #00ff00;"">-2 &nbsp; -2</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;Step 2: &nbsp;<span style=""color: #ff0000;"">Incorrect</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp;<span style=""color: #ff0000;"">10 *</span>&nbsp;10c&nbsp;=&nbsp;80 <span style=""color: #ff0000;"">*&nbsp;10</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>",4.0
PSAHQV,"{""S2 [treatment2]""}",1064077,-8,-8.0,2.0,7148.0,PRA259V,MasterySection,S2 [treatment2],5.0,-8,False,"<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;<span style=""color: #0000ff;"">Check your sign</span></span></p>
<p><span style=""font-size: 14pt;""><span style=""color: #0000ff;"">&nbsp; &nbsp; &nbsp;Positive / Positive = Positive</span></span></p>
<p><span style=""font-size: 14pt;""><span style=""color: #0000ff;"">&nbsp; &nbsp; &nbsp;Negative / Negative = Positive</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;<span style=""color: #0000ff;"">Positive / Negative = Negative</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;<span style=""color: #0000ff;"">Negative / Positive = Negative</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;Step 1: <span style=""color: #00ff00;"">&nbsp;Correct</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; <span style=""color: #00ff00;"">&nbsp;10c + 2 = 82</span></span></p>
<p><span style=""font-size: 14pt; color: #00ff00;"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;-2 &nbsp; -2</span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;Step 2: &nbsp;<span style=""color: #00ff00;"">Correct</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp;&nbsp; &nbsp;&nbsp;<span style=""color: #00ff00;""><span style=""text-decoration: underline;"">&nbsp;10c</span>&nbsp;= <span style=""text-decoration: underline;"">80</span></span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;&nbsp;<span style=""color: #00ff00;"">10&nbsp; &nbsp; &nbsp; &nbsp;10</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;Sign: &nbsp;<span style=""color: #ff0000;"">Incorrect</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;<span style=""color: #ff0000;"">c&nbsp;= 80/10 IS NOT -8</span></span></p>",2.0
PSAHQV,"{""S2 [treatment2]""}",1064077,0,0.0,2.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064077,10,10.0,2.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064077,2,2.0,2.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064077,4.1,4.1,2.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064077,5,5.0,2.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064077,6,6.0,2.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064077,70,70.0,2.0,7148.0,PRA259V,MasterySection,S2 [treatment2],5.0,70,False,"<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;<span style=""color: #0000ff;"">DIVIDE both sides by 10</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;<span style=""color: #0000ff;"">The operation between 10 and c is multiplication</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;<span style=""color: #0000ff;"">Use the opposite operation (division in this case) to isolate&nbsp;c</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;<span style=""color: #00ff00;""><span style=""color: #000000;"">Step 1: &nbsp;</span>Correct</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;<span style=""color: #00ff00;"">10c + 2 = 82</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<span style=""color: #00ff00;"">-2 &nbsp; -2</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;Step 2: &nbsp;<span style=""color: #ff0000;"">Incorrect</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp;&nbsp;<span style=""color: #ff0000;"">10c&nbsp;=&nbsp;80</span></span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<span style=""color: #ff0000;"">-10 &nbsp; &nbsp;-10</span>&nbsp; &nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>",6.0
PSAHQV,"{""S2 [treatment2]""}",1064077,9,9.0,2.0,7148.0,PRA259V,MasterySection,S2 [treatment2],5.0,8 + 1.0,False,"<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;<span style=""color: #0000ff;"">Check your division</span></span></p>
<p>&nbsp;</p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;Step 1:&nbsp;&nbsp;<span style=""color: #00ff00;"">Correct</span></span></p>
<p><span style=""font-size: 14pt; color: rgb(0, 255, 0);"">&nbsp; &nbsp; &nbsp;10c + 2 = 82</span></p>
<p><span style=""font-size: 14pt; color: rgb(0, 255, 0);"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;-2 &nbsp; -2</span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;Step 2: &nbsp;<span style=""color: #00ff00;"">Correct</span></span></p>
<p><span style=""font-size: 14pt; color: rgb(0, 255, 0);"">&nbsp; &nbsp; &nbsp;&nbsp;<span style=""text-decoration: underline;"">10c</span>&nbsp;=&nbsp;<span style=""text-decoration: underline;"">80</span></span></p>
<p><span style=""font-size: 14pt; color: rgb(0, 255, 0);"">&nbsp; &nbsp; &nbsp; 10&nbsp; &nbsp; &nbsp; &nbsp;10</span></p>
<p><span style=""font-size: 14pt;"">&nbsp;</span></p>
<p><span style=""font-size: 14pt;"">&nbsp; &nbsp; &nbsp;Division: &nbsp;<span style=""color: #ff0000;"">Incorrect</span></span></p>
<p><span style=""font-size: 14pt; color: rgb(255, 0, 0);"">&nbsp; &nbsp; &nbsp;c&nbsp;= 80/10 IS NOT&nbsp;9</span></p>",8.0
PSAHQV,"{""S2 [treatment2]""}",1064077,-144,-144.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064077,-2,-2.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064077,-40,-40.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064077,-62,-62.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064077,-8.4,-8.4,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064077,-94,-94.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064077,1,1.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064077,1/2,0.5,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064077,10(8)+2,82.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064077,82,82.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064077,12,12.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064077,164,164.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064077,180,180.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064077,2.5,2.5,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064077,24,24.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064077,35,35.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064077,4,4.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064077,40,40.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064077,51,51.0,1.0,,,,,,,,,
PSAHQV,"{""S2 [treatment2]""}",1064077,6.2,6.2,1.0,,,,,,,,,
